day,date,position,shares_L,shares_O,z_score,price_L,price_O
373,Y1-M06-D08,0,0,0,0.237533562873639,223.67,27.6
374,Y1-M06-D09,0,0,0,0.23668908089017007,220.63,27.18
375,Y1-M06-D10,0,0,0,0.08855816110004122,218.52,27.79
376,Y1-M06-D13,0,0,0,0.15111328721902234,222.54,27.97
377,Y1-M06-D14,0,0,0,0.04888762128362054,221.22,28.41
378,Y1-M06-D15,0,0,0,0.0891749026514966,220.12,28.01
379,Y1-M06-D16,0,0,0,0.2103665097852891,219.48,27.18
380,Y1-M06-D17,0,0,0,0.21407617101913126,217.64,26.9
381,Y1-M06-D20,0,0,0,0.22269688820807368,214.37,26.39
382,Y1-M06-D21,0,0,0,0.13643672175024787,213.39,26.78
383,Y1-M06-D22,0,0,0,0.33702437335508373,224.37,27.09
384,Y1-M06-D23,0,0,0,0.35115988894208894,223.2,26.84
385,Y1-M06-D24,0,0,0,0.20368010206634551,222.62,27.66
386,Y1-M06-D27,0,0,0,0.003088995989595653,215.93,27.95
387,Y1-M06-D28,0,0,0,0.06108158574532432,214.96,27.46
388,Y1-M06-D29,0,0,0,0.1425885024635654,220.38,27.72
389,Y1-M06-D30,0,0,0,0.29259679661568905,222.0,27.03
390,Y1-M07-D01,0,0,0,0.3895212539859095,226.02,27.0
391,Y1-M07-D04,0,0,0,0.40468390449824987,228.47,27.25
392,Y1-M07-D05,0,0,0,0.287590959717742,227.43,27.82
393,Y1-M07-D06,0,0,0,0.20920559659162574,225.65,28.05
394,Y1-M07-D07,0,0,0,0.17900255892889372,225.26,28.18
395,Y1-M07-D08,0,0,0,0.24389514623644815,225.95,27.88
396,Y1-M07-D11,0,0,0,0.2459207821773791,226.11,27.89
397,Y1-M07-D12,0,0,0,0.11874704816364186,222.27,28.13
398,Y1-M07-D13,0,0,0,0.03692106454245443,215.12,27.63
399,Y1-M07-D14,0,0,0,-0.015414555400941155,212.19,27.54
400,Y1-M07-D15,0,0,0,-0.12104036030381812,212.08,28.17
401,Y1-M07-D18,0,0,0,-0.22044099580496807,213.1,28.92
402,Y1-M07-D19,0,0,0,-0.09476863414227459,219.52,29.05
403,Y1-M07-D20,0,0,0,0.09570959431959128,220.62,28.04
404,Y1-M07-D21,0,0,0,0.06630710264081882,220.98,28.27
405,Y1-M07-D22,0,0,0,0.04987427468136034,218.26,27.99
406,Y1-M07-D25,0,0,0,0.1209457924098577,220.65,27.89
407,Y1-M07-D26,0,0,0,0.17512669833359407,220.3,27.51
408,Y1-M07-D27,0,0,0,0.24057794059396376,223.66,27.58
409,Y1-M07-D28,0,0,0,0.2589118381511277,224.89,27.64
410,Y1-M07-D29,0,0,0,0.34810020913199485,228.0,27.53
411,Y1-M08-D01,0,0,0,0.4217499275895724,226.57,26.88
412,Y1-M08-D02,0,0,0,0.25070496880797916,225.89,27.83
413,Y1-M08-D03,0,0,0,0.2513500115576992,220.77,27.11
414,Y1-M08-D04,0,0,0,0.19557870979326042,220.55,27.42
415,Y1-M08-D05,0,0,0,0.19547553570447165,220.76,27.45
416,Y1-M08-D08,0,0,0,0.1169549101079139,216.4,27.32
417,Y1-M08-D09,0,0,0,0.3755516050488858,220.19,26.27
418,Y1-M08-D10,0,0,0,0.3992543424064532,220.01,26.1
419,Y1-M08-D11,0,0,0,0.49131283131172016,226.32,26.42
420,Y1-M08-D12,0,0,0,0.4020556776049943,223.35,26.55
421,Y1-M08-D15,0,0,0,0.3280074133913942,222.26,26.85
422,Y1-M08-D16,0,0,0,0.3050765881080478,216.11,26.13
423,Y1-M08-D17,0,0,0,0.10130238736861699,211.14,26.68
424,Y1-M08-D18,0,0,0,0.07357931502020373,215.22,27.42
425,Y1-M08-D19,0,0,0,-0.04627333194061127,215.99,28.26
426,Y1-M08-D22,0,0,0,0.005043546223391165,219.09,28.38
427,Y1-M08-D23,0,0,0,-0.011357193354413968,219.16,28.49
428,Y1-M08-D24,0,0,0,-0.05171210595751142,218.97,28.71
429,Y1-M08-D25,0,0,0,0.06384507510902138,222.66,28.52
430,Y1-M08-D26,0,0,0,0.07770085383003893,227.77,29.15
431,Y1-M08-D29,0,0,0,0.16852701112303056,229.45,28.83
432,Y1-M08-D30,0,0,0,0.0781976350008222,222.0,28.34
433,Y1-M08-D31,0,0,0,0.14781632234033593,223.54,28.13
434,Y1-M09-D01,0,0,0,0.06952458866642847,219.19,28.0
435,Y1-M09-D02,0,0,0,0.07660839065075778,220.0,28.07
436,Y1-M09-D05,0,0,0,0.08410488899024221,219.97,28.02
437,Y1-M09-D06,0,0,0,0.07201985607051728,218.87,27.94
438,Y1-M09-D07,0,0,0,-0.009356404139833066,221.75,28.84
439,Y1-M09-D08,0,0,0,-0.03600873827487772,217.94,28.47
440,Y1-M09-D09,0,0,0,0.09275078561700989,228.07,29.1
441,Y1-M09-D12,0,0,0,-0.0033150391706082845,223.73,29.08
442,Y1-M09-D13,0,0,0,0.15050839328542231,220.44,27.68
443,Y1-M09-D14,0,0,0,0.23142341517855677,221.83,27.38
444,Y1-M09-D15,0,0,0,0.27424035531345103,220.34,26.91
445,Y1-M09-D16,0,0,0,0.2994612513139474,225.16,27.43
446,Y1-M09-D19,0,0,0,0.3389754691169652,231.82,28.12
447,Y1-M09-D20,0,0,0,0.41635393808154364,233.27,27.85
448,Y1-M09-D21,0,0,0,0.31514931690681103,228.92,27.86
449,Y1-M09-D22,0,0,0,0.42908516524162604,227.82,27.01
450,Y1-M09-D23,0,0,0,0.3044552405940384,220.23,26.71
451,Y1-M09-D26,0,0,0,0.29075496510726295,220.99,26.9
452,Y1-M09-D27,0,0,0,0.25345858082362094,217.43,26.63
453,Y1-M09-D28,0,0,0,0.34112418719900633,221.26,26.63
454,Y1-M09-D29,0,0,0,0.12357253510099936,213.4,26.86
455,Y1-M09-D30,0,0,0,0.14712701087962993,212.57,26.6
456,Y1-M10-D03,0,0,0,0.17678208971676532,211.22,26.23
457,Y1-M10-D04,0,0,0,0.2151113663789325,211.25,26.0
458,Y1-M10-D05,0,0,0,0.28824406290192817,212.3,25.7
459,Y1-M10-D06,0,0,0,0.10389013273427723,209.68,26.46
460,Y1-M10-D07,0,0,0,0.21303833996657814,213.09,26.27
461,Y1-M10-D10,0,0,0,0.22199491035035018,219.13,27.06
462,Y1-M10-D11,0,0,0,0.3469129650098675,224.23,27.01
463,Y1-M10-D12,0,0,0,0.1732137811180319,222.29,27.8
464,Y1-M10-D13,0,0,0,0.17211440899492333,223.1,27.92
465,Y1-M10-D14,0,0,0,0.13450619946364029,223.03,28.14
466,Y1-M10-D17,0,0,0,0.14055217039541645,219.29,27.58
467,Y1-M10-D18,0,0,0,0.1547897085805725,219.34,27.5
468,Y1-M10-D19,0,0,0,0.0799599876561722,222.22,28.36
469,Y1-M10-D20,0,0,0,-0.14282293879052002,215.49,28.78
470,Y1-M10-D21,0,0,0,-0.2541591941418201,214.63,29.34
471,Y1-M10-D24,0,0,0,-0.2991477288153054,212.45,29.31
472,Y1-M10-D25,0,0,0,-0.49386942673747863,208.09,29.89
473,Y1-M10-D26,0,0,0,-0.4779738614763988,210.0,30.06
474,Y1-M10-D27,0,0,0,-0.4258625274931034,207.2,29.35
475,Y1-M10-D28,0,0,0,-0.38341665069512965,211.7,29.72
476,Y1-M10-D31,0,0,0,-0.3885222072099514,213.05,29.94
477,Y1-M11-D01,0,0,0,-0.3874323797234235,209.88,29.49
478,Y1-M11-D02,0,0,0,-0.34927736285718053,213.12,29.71
479,Y1-M11-D03,0,0,0,-0.3936598521064272,211.61,29.77
480,Y1-M11-D04,0,0,0,-0.34093407955295046,213.27,29.68
481,Y1-M11-D07,0,0,0,-0.1375324263525554,211.86,28.24
482,Y1-M11-D08,0,0,0,-0.309809716746424,206.55,28.55
483,Y1-M11-D09,0,0,0,-0.31750910879157135,202.71,28.06
484,Y1-M11-D10,0,0,0,-0.3410505854617092,201.61,28.05
485,Y1-M11-D11,0,0,0,-0.2622288307447264,201.55,27.56
486,Y1-M11-D14,0,0,0,-0.20670896464801253,201.33,27.19
487,Y1-M11-D15,0,0,0,-0.19727815683853123,201.17,27.11
488,Y1-M11-D16,0,0,0,-0.07813933535329508,205.66,27.01
489,Y1-M11-D17,0,0,0,-0.212084713392244,211.32,28.62
490,Y1-M11-D18,0,0,0,-0.25259858370149496,209.55,28.62
491,Y1-M11-D21,0,0,0,-0.21620328379785136,223.51,30.35
492,Y1-M11-D22,0,0,0,-0.17350712282279068,229.88,30.98
493,Y1-M11-D23,0,0,0,-0.27853148826398166,236.16,32.5
494,Y1-M11-D24,0,0,0,-0.257793649773661,236.78,32.46
495,Y1-M11-D25,0,0,0,-0.3523722528093661,233.22,32.54
496,Y1-M11-D28,0,0,0,-0.22038109229273686,238.2,32.43
497,Y1-M11-D29,0,0,0,-0.3114884706538308,230.43,31.9
498,Y1-M11-D30,0,0,0,-0.29857689353315886,228.42,31.54
499,Y1-M12-D01,0,0,0,-0.3692238672886451,224.69,31.45
500,Y1-M12-D02,0,0,0,-0.23641455571701014,222.77,30.37
501,Y1-M12-D05,0,0,0,-0.37673600042937483,215.71,30.24
502,Y1-M12-D06,0,0,0,-0.5745055305437862,215.65,31.44
503,Y1-M12-D07,0,0,0,-0.4474456667460551,218.77,31.1
504,Y1-M12-D08,0,0,0,-0.50447299535848,214.92,30.91
505,Y1-M12-D09,0,0,0,-0.46303055825013,214.8,30.64
506,Y1-M12-D12,0,0,0,-0.6339853420514279,215.84,31.83
507,Y1-M12-D13,0,0,0,-0.46461025796361444,215.16,30.7
508,Y1-M12-D14,0,0,0,-0.6510823020337665,213.52,31.61
509,Y1-M12-D15,0,0,0,-0.9032925668855811,209.58,32.6
510,Y1-M12-D16,1,190,-1358,-1.0063554731491486,210.44,33.35
511,Y1-M12-D19,1,190,-1358,-0.9792869881870347,209.12,33.0
512,Y1-M12-D20,1,190,-1358,-0.994588355641732,208.38,32.99
513,Y1-M12-D21,1,190,-1358,-1.0716015187225787,208.09,33.42
514,Y1-M12-D22,1,190,-1358,-0.5940622150766456,212.15,31.07
515,Y1-M12-D23,1,190,-1358,-0.57612916625678,213.72,31.18
516,Y1-M12-D26,1,190,-1358,-0.6570204929142018,211.33,31.34
517,Y1-M12-D27,1,190,-1358,-0.7598296605287689,209.77,31.75
518,Y1-M12-D28,1,190,-1358,-0.6559257267536466,216.24,32.02
519,Y1-M12-D29,1,190,-1358,-0.4626354669660209,221.61,31.59
520,Y1-M12-D30,1,190,-1358,-0.5318830909686129,214.08,30.96
521,Y2-M01-D02,1,190,-1358,-0.6432705239747256,205.71,30.47
522,Y2-M01-D03,1,190,-1358,-0.42031070203935855,220.17,31.13
523,Y2-M01-D04,1,190,-1358,-0.34254092897406097,218.92,30.48
524,Y2-M01-D05,1,190,-1358,-0.3691921116184676,213.68,29.91
525,Y2-M01-D06,1,190,-1358,-0.6243542762290349,208.61,30.76
526,Y2-M01-D09,1,190,-1358,-0.5686055182096702,208.4,30.39
527,Y2-M01-D10,1,190,-1358,-0.5695046323198665,202.14,29.52
528,Y2-M01-D11,1,190,-1358,-0.7281718222072524,194.35,29.4
529,Y2-M01-D12,1,190,-1358,-0.9644972179252053,191.39,30.43
530,Y2-M01-D13,1,190,-1358,-1.2692055148984838,187.23,31.71
531,Y2-M01-D16,1,190,-1358,-1.2373302995606952,186.12,31.36
532,Y2-M01-D17,1,190,-1358,-0.9402178878323006,200.03,31.49
533,Y2-M01-D18,1,190,-1358,-0.9351157857893929,202.97,31.87
534,Y2-M01-D19,1,190,-1358,-0.9108696955687804,210.25,32.74
535,Y2-M01-D20,1,190,-1358,-0.6776788525514457,211.5,31.49
536,Y2-M01-D23,1,190,-1358,-1.054559190866967,207.19,33.19
537,Y2-M01-D24,1,190,-1358,-1.1727090559731879,196.88,32.47
538,Y2-M01-D25,1,190,-1358,-1.1624207670717421,197.83,32.54
539,Y2-M01-D26,1,190,-1358,-1.2343673709632499,201.98,33.56
540,Y2-M01-D27,1,190,-1358,-1.3101519896152107,196.81,33.3
541,Y2-M01-D30,1,190,-1358,-1.3427199708856172,191.24,32.72
542,Y2-M01-D31,1,190,-1358,-1.2088075000074845,198.02,32.85
543,Y2-M02-D01,1,190,-1358,-1.1205442413538018,198.73,32.41
544,Y2-M02-D02,1,190,-1358,-1.1330870581188286,197.61,32.33
545,Y2-M02-D03,1,190,-1358,-0.9696299241476531,198.03,31.39
546,Y2-M02-D06,1,190,-1358,-1.0538029135939926,191.85,31.04
547,Y2-M02-D07,1,190,-1358,-0.9476600867565337,189.48,30.06
548,Y2-M02-D08,1,190,-1358,-0.9838082242435304,195.48,31.12
549,Y2-M02-D09,1,190,-1358,-0.8637729243408492,195.29,30.36
550,Y2-M02-D10,1,190,-1358,-0.9230700829066253,196.06,30.83
551,Y2-M02-D13,1,190,-1358,-0.926067070155526,194.07,30.57
552,Y2-M02-D14,1,190,-1358,-0.9913712023275976,192.79,30.79
553,Y2-M02-D15,1,190,-1358,-1.0513454920247478,195.89,31.59
554,Y2-M02-D16,1,190,-1358,-1.0807063506852863,201.4,32.54
555,Y2-M02-D17,1,190,-1358,-1.179204417604326,204.39,33.56
556,Y2-M02-D20,1,190,-1358,-1.018363330197072,212.99,33.78
557,Y2-M02-D21,1,190,-1358,-0.9163428609486098,213.3,33.2
558,Y2-M02-D22,1,190,-1358,-0.9370474595666392,214.04,33.43
559,Y2-M02-D23,1,190,-1358,-0.8590320082868074,220.38,33.84
560,Y2-M02-D24,1,190,-1358,-0.8671380065224432,224.03,34.4
561,Y2-M02-D27,1,190,-1358,-0.9416547507085631,221.99,34.57
562,Y2-M02-D28,1,190,-1358,-1.017659868137236,220.6,34.84
563,Y2-M03-D01,1,190,-1358,-1.1569828118340042,210.08,34.22
564,Y2-M03-D02,1,190,-1358,-1.0791561036607038,209.19,33.62
565,Y2-M03-D03,1,190,-1358,-1.0629070801337497,212.76,34.02
566,Y2-M03-D06,1,190,-1358,-1.1041110806828673,215.25,34.62
567,Y2-M03-D07,1,190,-1358,-1.1582468991164563,216.46,35.12
568,Y2-M03-D08,1,190,-1358,-1.1974894404879526,213.53,34.95
569,Y2-M03-D09,1,190,-1358,-1.1734427895010888,212.65,34.68
570,Y2-M03-D10,1,190,-1358,-1.103448100150626,216.28,34.76
571,Y2-M03-D13,1,190,-1358,-1.0424562201647212,214.44,34.13
572,Y2-M03-D14,1,190,-1358,-0.957933559635896,212.77,33.38
573,Y2-M03-D15,1,190,-1358,-0.9517687798140845,217.83,34.05
574,Y2-M03-D16,1,190,-1358,-0.8266741623773669,216.86,33.15
575,Y2-M03-D17,1,190,-1358,-0.6251342487377213,224.95,33.05
576,Y2-M03-D20,1,190,-1358,-0.5448929035040463,224.38,32.48
577,Y2-M03-D21,1,190,-1358,-0.5181648776993147,219.47,31.63
578,Y2-M03-D22,1,190,-1358,-0.4846660266485337,220.29,31.54
579,Y2-M03-D23,1,190,-1358,-0.5664775269591126,223.58,32.5
580,Y2-M03-D24,1,190,-1358,-0.5275800507075514,228.64,32.97
581,Y2-M03-D27,1,190,-1358,-0.509093285608898,224.8,32.32
582,Y2-M03-D28,1,190,-1358,-0.40354811104973576,225.55,31.78
583,Y2-M03-D29,1,190,-1358,-0.2345998739162088,229.07,31.24
584,Y2-M03-D30,1,190,-1358,-0.3503087710335918,229.02,31.94
585,Y2-M03-D31,1,190,-1358,-0.37092204318068833,230.05,32.21
586,Y2-M04-D03,1,190,-1358,-0.36777679435285215,232.69,32.56
587,Y2-M04-D04,1,190,-1358,-0.46629395054504974,230.96,32.92
588,Y2-M04-D05,1,190,-1358,-0.26147961577179113,237.62,32.6
589,Y2-M04-D06,1,190,-1358,-0.29233608933018523,238.56,32.92
590,Y2-M04-D07,1,190,-1358,-0.1804197867716352,243.95,32.99
591,Y2-M04-D10,1,190,-1358,-0.31306438318392527,240.3,33.29
592,Y2-M04-D11,1,190,-1358,-0.32565689340165277,244.04,33.89
593,Y2-M04-D12,1,190,-1358,-0.5562576880720511,238.47,34.52
594,Y2-M04-D13,1,190,-1358,-0.6289551444948177,237.01,34.76
595,Y2-M04-D14,1,190,-1358,-0.5560371892953422,234.69,33.99
596,Y2-M04-D17,1,190,-1358,-0.4979590305218695,241.16,34.54
597,Y2-M04-D18,1,190,-1358,-0.2644774217998533,250.86,34.47
598,Y2-M04-D19,1,190,-1358,-0.24077583593292393,252.11,34.5
599,Y2-M04-D20,1,190,-1358,-0.16957744887992576,253.29,34.23
600,Y2-M04-D21,1,190,-1358,-0.3937811173339489,248.5,34.93
601,Y2-M04-D24,1,190,-1358,-0.5565825124281876,243.89,35.28
602,Y2-M04-D25,1,190,-1358,-0.6953964946248412,240.9,35.71
603,Y2-M04-D26,1,190,-1358,-0.8527981130276612,239.1,36.42
604,Y2-M04-D27,1,190,-1358,-0.8050533306457827,243.76,36.78
605,Y2-M04-D28,1,190,-1358,-0.5862551963363684,252.89,36.72
606,Y2-M05-D01,1,190,-1358,-0.3062469862456157,259.26,35.9
607,Y2-M05-D02,1,190,-1358,-0.3277165879940372,257.75,35.82
608,Y2-M05-D03,1,190,-1358,-0.41164768640923166,249.65,35.2
609,Y2-M05-D04,1,190,-1358,-0.26189428239674506,255.12,35.05
610,Y2-M05-D05,1,190,-1358,-0.19582629858492132,260.08,35.34
611,Y2-M05-D08,0,0,0,0.02429285811494921,263.19,34.43
612,Y2-M05-D09,0,0,0,-0.00895225428683088,259.95,34.18
613,Y2-M05-D10,0,0,0,0.011681258624063011,262.21,34.37
614,Y2-M05-D11,0,0,0,0.0619793950086723,265.48,34.52
615,Y2-M05-D12,0,0,0,-0.01615683543099504,267.0,35.21
616,Y2-M05-D15,0,0,0,-0.04413019195649523,269.21,35.69
617,Y2-M05-D16,0,0,0,-0.15874811009671227,264.56,35.74
618,Y2-M05-D17,0,0,0,-0.47199419093394107,260.17,37.04
619,Y2-M05-D18,0,0,0,-0.5287036041340569,259.48,37.29
620,Y2-M05-D19,0,0,0,-0.36927634979030804,261.44,36.59
621,Y2-M05-D22,0,0,0,-0.13471676119961729,268.47,36.14
622,Y2-M05-D23,0,0,0,-0.2522674898254283,267.41,36.71
623,Y2-M05-D24,0,0,0,-0.4418457853979364,257.34,36.46
624,Y2-M05-D25,0,0,0,-0.2202905846009662,253.72,34.6
625,Y2-M05-D26,0,0,0,-0.08377736924867914,257.11,34.24
626,Y2-M05-D29,0,0,0,-0.035502565823724117,257.36,33.98
627,Y2-M05-D30,0,0,0,-0.024207382760742704,258.64,34.09
628,Y2-M05-D31,0,0,0,0.21596639113340912,258.05,32.54
629,Y2-M06-D01,0,0,0,0.3699950202763786,255.77,31.28
630,Y2-M06-D02,0,0,0,0.4713192691203074,253.69,30.37
631,Y2-M06-D05,0,0,0,0.4620118761634129,256.93,30.88
632,Y2-M06-D06,0,0,0,0.36521313662705457,253.13,30.94
633,Y2-M06-D07,0,0,0,0.44661078909184093,252.11,30.3
634,Y2-M06-D08,0,0,0,0.42683706025418605,248.1,29.86
635,Y2-M06-D09,0,0,0,0.35786950582905835,248.09,30.28
636,Y2-M06-D12,0,0,0,0.2425519128123945,245.34,30.6
637,Y2-M06-D13,0,0,0,0.044835530622597194,236.13,30.52
638,Y2-M06-D14,0,0,0,0.16886056133658417,241.62,30.53
639,Y2-M06-D15,0,0,0,0.1059355233713193,242.16,30.99
640,Y2-M06-D16,0,0,0,0.15948323416319093,246.43,31.26
641,Y2-M06-D19,0,0,0,0.1867817625385937,243.69,30.71
642,Y2-M06-D20,0,0,0,0.15787374904932916,241.14,30.53
643,Y2-M06-D21,0,0,0,0.2733502997721478,245.47,30.43
644,Y2-M06-D22,0,0,0,0.1457436286394575,239.18,30.33
645,Y2-M06-D23,0,0,0,0.34932332881916545,244.07,29.77
646,Y2-M06-D26,0,0,0,0.3166238722617066,245.43,30.16
647,Y2-M06-D27,0,0,0,0.5088942387793004,252.4,29.96
648,Y2-M06-D28,0,0,0,0.5891569762674108,253.69,29.65
649,Y2-M06-D29,0,0,0,0.5430618278155129,247.1,29.01
650,Y2-M06-D30,0,0,0,0.6168575048707501,249.18,28.85
651,Y2-M07-D03,0,0,0,0.5885746260788834,252.02,29.42
652,Y2-M07-D04,0,0,0,0.5078957377637052,255.86,30.45
653,Y2-M07-D05,0,0,0,0.5913274193153633,258.79,30.35
654,Y2-M07-D06,0,0,0,0.6902301221550912,264.97,30.61
655,Y2-M07-D07,0,0,0,0.6759474964797871,264.06,30.57
656,Y2-M07-D10,0,0,0,0.8695010395529931,269.37,30.13
657,Y2-M07-D11,0,0,0,0.5841190509878091,256.33,30.05
658,Y2-M07-D12,0,0,0,0.5542503823177928,252.88,29.75
659,Y2-M07-D13,0,0,0,0.374113590681986,243.58,29.55
660,Y2-M07-D14,0,0,0,0.5022823712394043,248.25,29.42
661,Y2-M07-D17,0,0,0,0.33492452994657984,245.3,30.03
662,Y2-M07-D18,0,0,0,0.3756661406878437,248.51,30.23
663,Y2-M07-D19,0,0,0,0.17455686118587457,245.73,31.07
664,Y2-M07-D20,0,0,0,0.13323174876544538,242.28,30.84
665,Y2-M07-D21,0,0,0,0.051930028734144505,237.87,30.72
666,Y2-M07-D24,0,0,0,0.13554436322766866,241.38,30.7
667,Y2-M07-D25,0,0,0,0.367311009765759,248.86,30.33
668,Y2-M07-D26,0,0,0,0.4869527025864437,254.23,30.35
669,Y2-M07-D27,0,0,0,0.4034984772897117,250.87,30.39
670,Y2-M07-D28,0,0,0,0.48992335890688177,246.28,29.22
671,Y2-M07-D31,0,0,0,0.5798576437449804,246.92,28.76
672,Y2-M08-D01,0,0,0,0.5152176435957889,245.24,28.92
673,Y2-M08-D02,0,0,0,0.6466787830693429,254.63,29.43
674,Y2-M08-D03,0,0,0,0.5972167355222618,250.61,29.17
675,Y2-M08-D04,0,0,0,0.7652398603286045,251.73,28.3
676,Y2-M08-D07,0,0,0,0.619139182441958,244.06,28.12
677,Y2-M08-D08,0,0,0,0.7305323729012607,245.28,27.61
678,Y2-M08-D09,0,0,0,0.7041387160892444,247.13,28.03
679,Y2-M08-D10,0,0,0,0.7324823171725042,254.16,28.84
680,Y2-M08-D11,0,0,0,0.8459416251003333,262.12,29.26
681,Y2-M08-D14,0,0,0,0.9987264077246486,269.51,29.36
682,Y2-M08-D15,0,0,0,0.9704030474051868,265.77,29.01
683,Y2-M08-D16,0,0,0,0.9160704254306002,269.76,29.9
684,Y2-M08-D17,0,0,0,0.9311452039439219,267.63,29.51
685,Y2-M08-D18,0,0,0,0.8170217639932134,260.07,29.15
686,Y2-M08-D21,0,0,0,0.9011045784592567,264.53,29.26
687,Y2-M08-D22,0,0,0,0.7828159964106809,255.93,28.78
688,Y2-M08-D23,0,0,0,0.8283891842539696,256.92,28.64
689,Y2-M08-D24,-1,-151,1079,1.0314293187540222,263.86,28.37
690,Y2-M08-D25,-1,-151,1079,1.2198559130579703,268.66,27.89
691,Y2-M08-D28,-1,-151,1079,1.0927307210062933,261.39,27.65
692,Y2-M08-D29,-1,-151,1079,1.2607859341942897,265.3,27.17
693,Y2-M08-D30,-1,-151,1079,1.228993652181494,262.91,27.03
694,Y2-M08-D31,-1,-151,1079,1.1739694157649267,258.79,26.79
695,Y2-M09-D01,-1,-151,1079,1.0738641667133013,253.63,26.68
696,Y2-M09-D04,-1,-151,1079,0.806506553438917,242.45,26.75
697,Y2-M09-D05,-1,-151,1079,0.9489354159265654,247.6,26.6
698,Y2-M09-D06,-1,-151,1079,1.1125812930042729,255.25,26.67
699,Y2-M09-D07,-1,-151,1079,1.0022209949234955,250.5,26.68
700,Y2-M09-D08,-1,-151,1079,1.0879901376637267,250.1,26.1
701,Y2-M09-D11,-1,-151,1079,0.8433890898767659,248.28,27.34
702,Y2-M09-D12,-1,-151,1079,0.7631878934592109,241.63,26.9
703,Y2-M09-D13,-1,-151,1079,0.7950478067072287,245.31,27.22
704,Y2-M09-D14,-1,-151,1079,0.8456103778680557,247.09,27.16
705,Y2-M09-D15,-1,-151,1079,0.7571797683622775,241.01,26.85
706,Y2-M09-D18,-1,-151,1079,0.9749530707276327,243.66,25.89
707,Y2-M09-D19,-1,-151,1079,1.068147626100213,246.23,25.68
708,Y2-M09-D20,-1,-151,1079,1.0532329567836836,248.51,26.09
709,Y2-M09-D21,-1,-151,1079,0.903051554326273,248.67,27.03
710,Y2-M09-D22,-1,-151,1079,0.8047751376745824,246.45,27.32
711,Y2-M09-D25,-1,-151,1079,0.9668222257656468,249.74,26.79
712,Y2-M09-D26,-1,-151,1079,0.9119710976543645,243.84,26.3
713,Y2-M09-D27,-1,-151,1079,0.9983913733089818,244.97,25.93
714,Y2-M09-D28,-1,-151,1079,1.0507625361059447,246.4,25.81
715,Y2-M09-D29,-1,-151,1079,1.084029040762161,251.5,26.32
716,Y2-M10-D02,-1,-151,1079,1.0719333117152179,249.47,26.11
717,Y2-M10-D03,-1,-151,1079,1.112215987120542,254.09,26.51
718,Y2-M10-D04,-1,-151,1079,1.1190885022532664,247.24,25.51
719,Y2-M10-D05,-1,-151,1079,1.185410224714093,249.78,25.46
720,Y2-M10-D06,-1,-151,1079,1.4125279470920247,260.06,25.51
721,Y2-M10-D09,-1,-151,1079,1.5028217803606652,269.01,26.21
722,Y2-M10-D10,-1,-151,1079,1.3281440035055558,260.02,26.02
723,Y2-M10-D11,-1,-151,1079,1.3190594123066455,256.62,25.6
724,Y2-M10-D12,-1,-151,1079,1.2474601765163489,255.78,25.92
725,Y2-M10-D13,-1,-151,1079,1.3344272595059254,260.08,25.99
726,Y2-M10-D16,-1,-151,1079,1.322767922049849,256.21,25.52
727,Y2-M10-D17,-1,-151,1079,1.1825698921900698,252.23,25.82
728,Y2-M10-D18,-1,-151,1079,1.2166640925378716,252.79,25.69
729,Y2-M10-D19,-1,-151,1079,1.2595024249272024,253.16,25.48
730,Y2-M10-D20,-1,-151,1079,1.2679691230840187,256.39,25.88
731,Y2-M10-D23,-1,-151,1079,1.336818201330587,261.4,26.16
732,Y2-M10-D24,-1,-151,1079,1.4067322603373362,265.67,26.33
733,Y2-M10-D25,-1,-151,1079,1.4439835571308295,268.37,26.48
734,Y2-M10-D26,-1,-151,1079,1.4321831997511207,269.07,26.65
735,Y2-M10-D27,-1,-151,1079,1.2906829040625696,262.03,26.53
736,Y2-M10-D30,-1,-151,1079,1.3270564790003032,260.33,26.07
737,Y2-M10-D31,-1,-151,1079,1.4693240808005221,266.76,26.1
738,Y2-M11-D01,-1,-151,1079,1.4956512578679553,262.19,25.3
739,Y2-M11-D02,-1,-151,1079,1.5741470367381643,268.98,25.77
740,Y2-M11-D03,-1,-151,1079,1.5963201005464231,278.1,26.91
741,Y2-M11-D06,-1,-151,1079,1.3800493220227508,271.44,27.3
742,Y2-M11-D07,-1,-151,1079,1.4010825321803058,274.79,27.64
743,Y2-M11-D08,-1,-151,1079,1.3566881953132024,273.78,27.77
744,Y2-M11-D09,-1,-151,1079,1.4185066195000555,268.83,26.7
745,Y2-M11-D10,-1,-151,1079,1.1802553074580477,269.79,28.29
746,Y2-M11-D13,-1,-151,1079,1.2575245121691707,264.8,27.12
747,Y2-M11-D14,-1,-151,1079,1.1459628193671338,259.64,27.08
748,Y2-M11-D15,-1,-151,1079,0.8799583168648577,245.23,26.69
749,Y2-M11-D16,-1,-151,1079,0.8763827666108209,251.08,27.53
750,Y2-M11-D17,-1,-151,1079,0.9022689461248354,254.07,27.79
751,Y2-M11-D20,-1,-151,1079,1.076339526065068,263.82,28.09
752,Y2-M11-D21,-1,-151,1079,1.196064152210745,265.69,27.62
753,Y2-M11-D22,-1,-151,1079,1.2066038767799154,267.08,27.75
754,Y2-M11-D23,-1,-151,1079,0.8779899487434074,259.23,28.66
755,Y2-M11-D24,-1,-151,1079,0.9351239059165344,258.58,28.22
