Day,Combined_Equity,Pairs_Equity,StockV_Equity,StockQ_Equity,HMM_Equity,Seasonality_Equity,Regime
56,96898.56375999999,9210.526315789473,12560.857812105263,12894.736842105263,28311.119089999997,13921.3237,HIGH
57,97083.93376,9210.526315789473,12909.727812105264,12894.736842105263,28097.439090000003,13971.5037,HIGH
58,99074.03921,9210.526315789473,13479.173262105265,12894.736842105263,29595.83909,13893.7637,HIGH
59,98937.84921,9210.526315789473,13479.173262105265,12894.736842105263,29450.549090000008,13902.8637,HIGH
60,98901.60921,9210.526315789473,13479.173262105265,12894.736842105263,29541.449090000002,13775.723699999999,HIGH
61,98866.05921,9210.526315789473,13479.173262105265,12894.736842105263,29460.139090000004,13821.4837,HIGH
62,99163.17921,9210.526315789473,13479.173262105265,12894.736842105263,29644.419090000003,13934.3237,HIGH
63,99527.43863,9210.526315789473,13479.173262105265,12894.736842105263,29996.909090000005,13946.093120000001,HIGH
64,98878.45863000001,9210.526315789473,13479.173262105265,12894.736842105263,29347.929090000005,13946.093120000001,HIGH
65,100233.53863,9210.526315789473,13479.173262105265,12894.736842105263,30703.00909,13946.093120000001,HIGH
66,100436.81863,9210.526315789473,13479.173262105265,12894.736842105263,30906.28909,13946.093120000001,HIGH
67,100327.04863,9210.526315789473,13479.173262105265,12894.736842105263,30796.519089999994,13946.093120000001,HIGH
68,99854.87863,9210.526315789473,13479.173262105265,12894.736842105263,30324.349090000003,13946.093120000001,HIGH
69,100591.54863,9210.526315789473,13479.173262105265,12894.736842105263,31061.01909,13946.093120000001,HIGH
70,100841.80863000001,9210.526315789473,13479.173262105265,12894.736842105263,31311.27909000001,13946.093120000001,HIGH
71,101165.48863,9210.526315789473,13479.173262105265,12894.736842105263,31634.959090000004,13946.093120000001,HIGH
72,101352.25863,9210.526315789473,13479.173262105265,12894.736842105263,31821.72909,13946.093120000001,HIGH
73,101366.23863,9210.526315789473,13479.173262105265,12894.736842105263,31835.70909,13946.093120000001,HIGH
74,100686.16863,9210.526315789473,13479.173262105265,12894.736842105263,31155.639090000004,13946.093120000001,HIGH
75,99838.39863000001,9210.526315789473,13479.173262105265,12894.736842105263,30307.86909000001,13946.093120000001,HIGH
76,100325.85863000002,9210.526315789473,13479.173262105265,12894.736842105263,30795.32909000001,13946.093120000001,HIGH
77,100933.50863,9210.526315789473,13479.173262105265,12894.736842105263,31402.97909,13946.093120000001,HIGH
78,100356.55863000001,9210.526315789473,13479.173262105265,12894.736842105263,30826.029090000004,13946.093120000001,HIGH
79,100658.02863,9210.526315789473,13479.173262105265,12894.736842105263,31127.499089999998,13946.093120000001,HIGH
80,101121.37863,9210.526315789473,13479.173262105265,12894.736842105263,31590.849090000003,13946.093120000001,HIGH
81,100643.48863,9210.526315789473,13479.173262105265,12894.736842105263,31112.959089999997,13946.093120000001,HIGH
82,100585.29863,9210.526315789473,13479.173262105265,12894.736842105263,31054.76909,13946.093120000001,HIGH
83,100385.80863,9210.526315789473,13479.173262105265,12894.736842105263,30855.27909,13946.093120000001,HIGH
84,100309.42863000001,9210.526315789473,13479.173262105265,12894.736842105263,30778.899090000006,13946.093120000001,HIGH
85,101422.74863000002,9210.526315789473,13479.173262105265,12894.736842105263,31892.219090000006,13946.093120000001,HIGH
86,100857.68863000002,9210.526315789473,13479.173262105265,12894.736842105263,31327.15909000001,13946.093120000001,HIGH
87,101109.68863,9210.526315789473,13479.173262105265,12894.736842105263,31579.15909,13946.093120000001,HIGH
88,99869.09863000001,9210.526315789473,13479.173262105265,12894.736842105263,30338.56909,13946.093120000001,HIGH
89,99596.93863,9210.526315789473,13479.173262105265,12894.736842105263,30066.40909,13946.093120000001,HIGH
90,99514.56863000001,9210.526315789473,13479.173262105265,12894.736842105263,29984.039090000002,13946.093120000001,HIGH
91,100252.57863,9210.526315789473,13479.173262105265,12894.736842105263,30722.04909,13946.093120000001,HIGH
92,100331.37863,9210.526315789473,13479.173262105265,12894.736842105263,30800.849090000003,13946.093120000001,HIGH
93,101090.37863,9210.526315789473,13479.173262105265,12894.736842105263,31559.849090000003,13946.093120000001,HIGH
94,100731.25863,9210.526315789473,13479.173262105265,12894.736842105263,31200.729089999997,13946.093120000001,HIGH
95,100787.64863000001,9210.526315789473,13479.173262105265,12894.736842105263,31257.11909,13946.093120000001,HIGH
