Day,Combined_Equity,Pairs_Equity,StockV_Equity,StockQ_Equity,HMM_Equity,Seasonality_Equity,Regime
471,112384.52826000002,9210.526315789473,15483.504352105272,12894.736842105263,35159.23909,19636.521660000006,HIGH
472,114067.46826000002,9210.526315789473,15483.504352105272,12894.736842105263,36611.25909,19867.441660000004,HIGH
473,114842.11826,9210.526315789473,15483.504352105272,12894.736842105263,37384.779089999996,19868.571660000005,HIGH
474,113978.84826000001,9210.526315789473,15483.504352105272,12894.736842105263,36740.51909,19649.561660000007,HIGH
475,115385.38826000002,9210.526315789473,15483.504352105272,12894.736842105263,37727.97909000001,20068.641660000005,HIGH
476,115957.00826,9210.526315789473,15483.504352105272,12894.736842105263,38002.919089999996,20365.321660000005,HIGH
477,114714.14826000002,9210.526315789473,15483.504352105272,12894.736842105263,37363.47909000001,19761.901660000003,HIGH
478,115544.86826000002,9210.526315789473,15483.504352105272,12894.736842105263,37620.57909000001,20335.521660000002,HIGH
479,114708.97826,9210.526315789473,15483.504352105272,12894.736842105263,37127.43909000001,19992.771660000002,HIGH
480,115007.96826000001,9210.526315789473,15483.504352105272,12894.736842105263,37331.34909000001,20087.851660000004,HIGH
481,115024.71826000002,9210.526315789473,15483.504352105272,12894.736842105263,37478.66909,19957.281660000008,HIGH
482,114501.23826000001,9210.526315789473,15483.504352105272,12894.736842105263,36902.469090000006,20010.001660000005,HIGH
483,114894.88826000002,9210.526315789473,15483.504352105272,12894.736842105263,37397.77909000001,19908.341660000006,HIGH
484,114261.84826000001,9210.526315789473,15483.504352105272,12894.736842105263,37239.709090000004,19433.371660000004,HIGH
485,114278.47826000003,9210.526315789473,15483.504352105272,12894.736842105263,36987.579090000014,19702.131660000006,HIGH
486,113579.86826,9210.526315789473,15483.504352105272,12894.736842105263,36635.02909,19356.071660000005,HIGH
487,113345.40826000003,9210.526315789473,15483.504352105272,12894.736842105263,36460.75909000001,19295.881660000006,HIGH
488,112564.06826,9210.526315789473,15483.504352105272,12894.736842105263,36095.18909000001,18880.111660000002,HIGH
489,114242.73826000001,9210.526315789473,15483.504352105272,12894.736842105263,37279.04909,19374.921660000004,HIGH
490,112615.71826000001,9210.526315789473,15483.504352105272,12894.736842105263,36338.37909,18688.571660000005,HIGH
491,112917.78572,9210.526315789473,15473.191812105271,12894.736842105263,36749.099089999996,18590.231660000005,HIGH
492,114266.72572,9210.526315789473,15350.62181210527,12894.736842105263,37518.04909,19292.791660000006,HIGH
493,113534.49572000002,9210.526315789473,14554.511812105271,12894.736842105263,37280.039090000006,19594.681660000002,HIGH
494,112979.97572000002,9210.526315789473,13579.90181210527,12894.736842105263,37327.22909000001,19967.581660000003,HIGH
495,112486.14572000001,9210.526315789473,13144.36181210527,12894.736842105263,37115.30909000001,20121.211660000004,HIGH
496,113236.96572000001,9210.526315789473,13633.45181210527,12894.736842105263,37229.929090000005,20268.321660000005,HIGH
497,114128.17572000003,9210.526315789473,14852.011812105271,12894.736842105263,37023.399090000006,20147.501660000005,HIGH
498,113229.62572000001,9210.526315789473,14104.691812105271,12894.736842105263,37049.73909,19969.931660000006,HIGH
499,114630.23572000001,9210.526315789473,14598.54181210527,12894.736842105263,37394.47909,20531.951660000006,HIGH
500,113919.11572,9210.526315789473,14299.851812105271,12894.736842105263,36798.69909,20715.301660000005,HIGH
501,115539.30572000002,9210.526315789473,14738.96181210527,12894.736842105263,37502.90909,21192.171660000004,HIGH
502,116010.16136000001,9210.526315789473,15250.84745210527,12894.736842105263,37730.58909000001,20923.461660000004,HIGH
503,116568.79136,9210.526315789473,15250.84745210527,12894.736842105263,38200.62909,21012.051660000005,HIGH
504,117227.93136000002,9210.526315789473,15250.84745210527,12894.736842105263,38493.859090000005,21377.961660000004,HIGH
505,117560.91136000001,9210.526315789473,15250.84745210527,12894.736842105263,38661.22909000001,21543.571660000005,HIGH
506,120084.18136000002,9210.526315789473,15250.84745210527,12894.736842105263,40338.609090000005,22389.461660000004,HIGH
507,120028.35136000002,9210.526315789473,15250.84745210527,12894.736842105263,39742.03909,22930.201660000006,HIGH
508,118923.95136000002,9210.526315789473,15250.84745210527,12894.736842105263,38883.44909000001,22684.39166000001,HIGH
509,121446.61136000001,9210.526315789473,15250.84745210527,12894.736842105263,41032.80909,23057.691660000004,HIGH
510,124324.67136000001,9210.526315789473,15250.84745210527,12894.736842105263,42871.97909,24096.581660000003,HIGH
511,124432.50136000002,9210.526315789473,15250.84745210527,12894.736842105263,42619.789090000006,24456.601660000008,HIGH
512,124409.51136,9210.526315789473,15250.84745210527,12894.736842105263,42681.339089999994,24372.061660000007,HIGH
513,125431.05136,9210.526315789473,15250.84745210527,12894.736842105263,43489.14909,24585.791660000003,HIGH
514,124547.24136000001,9210.526315789473,15250.84745210527,12894.736842105263,42723.04909,24468.081660000007,HIGH
515,124055.48136,9210.526315789473,15250.84745210527,12894.736842105263,42473.85909,24225.511660000004,HIGH
516,122715.38136000003,9210.526315789473,15250.84745210527,12894.736842105263,41443.29909000001,23915.971660000007,HIGH
517,123577.23136,9210.526315789473,15250.84745210527,12894.736842105263,42293.469090000006,23927.651660000007,HIGH
518,123548.70136,9210.526315789473,15250.84745210527,12894.736842105263,42370.14909,23822.441660000004,HIGH
519,124656.01136,9210.526315789473,15250.84745210527,12894.736842105263,43385.10909,23914.791660000006,HIGH
520,125694.55136000001,9210.526315789473,15250.84745210527,12894.736842105263,43980.25909000001,24358.181660000006,HIGH
521,125711.69772000003,9210.526315789473,15250.84745210527,12894.736842105263,44214.639090000004,24140.948020000003,HIGH
522,126905.57772000002,9210.526315789473,15250.84745210527,12894.736842105263,45542.08909000001,24007.378020000004,HIGH
523,127221.82772,9210.526315789473,15250.84745210527,12894.736842105263,45804.319090000005,24061.39802,HIGH
524,127031.24772,9210.526315789473,15250.84745210527,12894.736842105263,45641.11909,24034.018020000003,HIGH
525,127103.43772000002,9210.526315789473,15250.84745210527,12894.736842105263,45513.13909000001,24234.18802,HIGH
526,126029.28772000002,9210.526315789473,15250.84745210527,12894.736842105263,44437.50909000001,24235.668020000005,HIGH
527,124330.07772000002,9210.526315789473,15250.84745210527,12894.736842105263,42791.94909000001,24182.018020000003,HIGH
528,124826.71772000002,9210.526315789473,15250.84745210527,12894.736842105263,43291.54909000001,24179.058020000004,HIGH
529,124945.16772000001,9210.526315789473,15250.84745210527,12894.736842105263,43225.36909000001,24363.68802,HIGH
530,124957.91772,9210.526315789473,15250.84745210527,12894.736842105263,43263.64909,24338.158020000003,HIGH
531,125745.47772000001,9210.526315789473,15250.84745210527,12894.736842105263,44393.459090000004,23995.908020000003,HIGH
532,126028.25772000001,9210.526315789473,15250.84745210527,12894.736842105263,44622.959090000004,24049.18802,HIGH
533,126606.40772,9210.526315789473,15250.84745210527,12894.736842105263,45458.99909,23791.298020000002,HIGH
534,128003.72772,9210.526315789473,15250.84745210527,12894.736842105263,46861.49909,23786.11802,HIGH
535,127121.71772000002,9210.526315789473,15250.84745210527,12894.736842105263,46019.07909,23746.528020000005,HIGH
536,125268.05772000001,9210.526315789473,15250.84745210527,12894.736842105263,44424.78909,23487.158020000003,HIGH
537,125266.71772000002,9210.526315789473,15250.84745210527,12894.736842105263,44327.24909000001,23583.358020000003,HIGH
538,124783.98772,9210.526315789473,15250.84745210527,12894.736842105263,43843.779089999996,23584.098020000005,HIGH
539,124880.28772000001,9210.526315789473,15250.84745210527,12894.736842105263,43941.18909,23582.988020000004,HIGH
540,123647.69772000001,9210.526315789473,15250.84745210527,12894.736842105263,42757.069090000005,23534.518020000003,HIGH
541,122906.41772000001,9210.526315789473,15250.84745210527,12894.736842105263,41824.86909000001,23725.43802,HIGH
542,123021.08772,9210.526315789473,15250.84745210527,12894.736842105263,42109.36908999999,23555.608020000003,HIGH
543,122721.36772,9210.526315789473,15250.84745210527,12894.736842105263,41839.61909,23525.638020000002,HIGH
544,122804.70772,9210.526315789473,15250.84745210527,12894.736842105263,41786.79909,23661.798020000002,HIGH
545,122533.09772,9210.526315789473,15250.84745210527,12894.736842105263,41282.82909,23894.158020000003,HIGH
546,122069.11772000002,9210.526315789473,15250.84745210527,12894.736842105263,40700.07909000001,24012.928020000003,HIGH
547,120953.79772,9210.526315789473,15250.84745210527,12894.736842105263,39650.24909,23947.43802,HIGH
548,122200.43772000002,9210.526315789473,15250.84745210527,12894.736842105263,40756.65909,24087.668020000005,HIGH
549,122461.78772000001,9210.526315789473,15250.84745210527,12894.736842105263,40916.999090000005,24188.678020000003,HIGH
550,122639.40772000002,9210.526315789473,15250.84745210527,12894.736842105263,40973.62909000001,24309.668020000005,HIGH
551,123179.67772,9210.526315789473,15250.84745210527,12894.736842105263,41148.709090000004,24674.858020000003,HIGH
552,124046.00772000002,9210.526315789473,15250.84745210527,12894.736842105263,41941.409090000016,24748.488020000004,HIGH
553,123165.95772,9210.526315789473,15250.84745210527,12894.736842105263,41111.309089999995,24698.538020000004,HIGH
554,122369.62772,9210.526315789473,15250.84745210527,12894.736842105263,40649.82909,24363.68802,HIGH
555,123656.90772000002,9210.526315789473,15250.84745210527,12894.736842105263,41793.54909000001,24507.248020000003,HIGH
556,124474.97772000002,9210.526315789473,15250.84745210527,12894.736842105263,42496.91909,24621.948020000003,HIGH
557,124567.70772,9210.526315789473,15250.84745210527,12894.736842105263,42403.539090000006,24808.058020000004,HIGH
558,124578.87772,9210.526315789473,15250.84745210527,12894.736842105263,42559.37909,24663.388020000002,HIGH
559,124472.82772000002,9210.526315789473,15250.84745210527,12894.736842105263,42676.06909,24440.648020000004,HIGH
560,125472.19772000001,9210.526315789473,15250.84745210527,12894.736842105263,43656.19909,24459.888020000002,HIGH
561,125129.86772,9210.526315789473,15250.84745210527,12894.736842105263,43098.89909,24674.858020000003,HIGH
562,125380.18772000002,9210.526315789473,15250.84745210527,12894.736842105263,43338.48909,24685.588020000003,HIGH
563,124668.62772,9210.526315789473,15250.84745210527,12894.736842105263,42732.749090000005,24579.768020000003,HIGH
564,124417.19772000001,9210.526315789473,15250.84745210527,12894.736842105263,42411.75909000001,24649.32802,HIGH
565,125525.30772000001,9210.526315789473,15250.84745210527,12894.736842105263,43533.18909,24636.00802,HIGH
566,125847.17772,9210.526315789473,15250.84745210527,12894.736842105263,43912.03909,24579.02802,HIGH
567,125845.26772000003,9210.526315789473,15250.84745210527,12894.736842105263,43820.95909000001,24668.198020000003,HIGH
568,126135.91772,9210.526315789473,15250.84745210527,12894.736842105263,43957.68909,24822.11802,HIGH
569,125501.34771999999,9210.526315789473,15250.84745210527,12894.736842105263,43207.67909,24937.558020000004,HIGH
570,124403.20772,9210.526315789473,15250.84745210527,12894.736842105263,42218.68908999999,24828.408020000003,HIGH
571,124054.41772,9210.526315789473,15250.84745210527,12894.736842105263,41922.43909,24775.86802,HIGH
572,123973.38772000001,9210.526315789473,15250.84745210527,12894.736842105263,42048.97909,24568.298020000002,HIGH
573,123795.86772000001,9210.526315789473,15250.84745210527,12894.736842105263,41826.68909,24613.068020000002,HIGH
574,123164.86772000001,9210.526315789473,15250.84745210527,12894.736842105263,41234.539090000006,24574.218020000004,HIGH
575,123664.07772,9210.526315789473,15250.84745210527,12894.736842105263,41909.12909,24398.838020000003,HIGH
576,123266.82772,9210.526315789473,15250.84745210527,12894.736842105263,41646.92909,24263.788020000004,HIGH
577,123410.59772,9210.526315789473,15250.84745210527,12894.736842105263,41828.43909000001,24226.048020000002,HIGH
578,122850.73772,9210.526315789473,15250.84745210527,12894.736842105263,41191.98909,24302.638020000002,HIGH
579,122210.23772000002,9210.526315789473,15250.84745210527,12894.736842105263,40567.76909000001,24286.358020000003,HIGH
580,122712.90772000002,9210.526315789473,15250.84745210527,12894.736842105263,41007.539090000006,24349.25802,HIGH
581,122528.33772000001,9210.526315789473,15250.84745210527,12894.736842105263,41197.40909,23974.818020000002,HIGH
582,122673.81772,9210.526315789473,15250.84745210527,12894.736842105263,41410.96909,23906.738020000004,HIGH
583,121713.01772000002,9210.526315789473,15250.84745210527,12894.736842105263,40605.19909000001,23751.708020000002,HIGH
584,121995.89772000001,9210.526315789473,15250.84745210527,12894.736842105263,40848.11909,23791.668020000005,HIGH
585,121669.88772,9210.526315789473,15250.84745210527,12894.736842105263,40398.52909,23915.248020000003,HIGH
586,122088.61113,9210.526315789473,15250.84745210527,12894.736842105263,40893.17909,23839.321430000004,HIGH
587,120993.68113000001,9210.526315789473,15250.84745210527,12894.736842105263,39798.249090000005,23839.321430000004,HIGH
588,121211.58113,9210.526315789473,15250.84745210527,12894.736842105263,40016.149090000006,23839.321430000004,HIGH
589,121405.23113,9210.526315789473,15250.84745210527,12894.736842105263,40209.79909,23839.321430000004,HIGH
590,121912.57113000003,9210.526315789473,15250.84745210527,12894.736842105263,40717.13909000001,23839.321430000004,HIGH
591,121944.76113,9210.526315789473,15250.84745210527,12894.736842105263,40749.32909,23839.321430000004,HIGH
592,121424.74113000001,9210.526315789473,15250.84745210527,12894.736842105263,40229.30909,23839.321430000004,HIGH
593,121554.55113,9210.526315789473,15250.84745210527,12894.736842105263,40359.11909,23839.321430000004,HIGH
594,121458.01113000003,9210.526315789473,15250.84745210527,12894.736842105263,40262.57909000001,23839.321430000004,HIGH
595,121259.91113000002,9210.526315789473,15250.84745210527,12894.736842105263,40064.47909,23839.321430000004,HIGH
596,120749.92113,9210.526315789473,15250.84745210527,12894.736842105263,39554.48909,23839.321430000004,HIGH
597,120763.23113000003,9210.526315789473,15250.84745210527,12894.736842105263,39567.799090000015,23839.321430000004,HIGH
598,122082.13113000002,9210.526315789473,15250.84745210527,12894.736842105263,40886.69909000001,23839.321430000004,HIGH
599,122451.99113000001,9210.526315789473,15250.84745210527,12894.736842105263,41256.559089999995,23839.321430000004,HIGH
600,122451.96113000001,9210.526315789473,15250.84745210527,12894.736842105263,41256.52909000001,23839.321430000004,HIGH
601,122840.94113000002,9210.526315789473,15250.84745210527,12894.736842105263,41645.50909000001,23839.321430000004,HIGH
602,123138.74113000001,9210.526315789473,15250.84745210527,12894.736842105263,41943.30909,23839.321430000004,HIGH
603,122813.79113000003,9210.526315789473,15250.84745210527,12894.736842105263,41618.359090000005,23839.321430000004,HIGH
604,123715.67113,9210.526315789473,15250.84745210527,12894.736842105263,42520.23909,23839.321430000004,HIGH
605,124799.10113000002,9210.526315789473,15250.84745210527,12894.736842105263,43603.66909,23839.321430000004,HIGH
606,123500.26113000003,9210.526315789473,15250.84745210527,12894.736842105263,42304.82909000001,23839.321430000004,HIGH
607,122880.39113000003,9210.526315789473,15250.84745210527,12894.736842105263,41684.95909000001,23839.321430000004,HIGH
608,121918.72112999999,9210.526315789473,15250.84745210527,12894.736842105263,40723.28908999999,23839.321430000004,HIGH
609,121374.70113,9210.526315789473,15250.84745210527,12894.736842105263,40179.26909,23839.321430000004,HIGH
610,121815.41113000002,9210.526315789473,15250.84745210527,12894.736842105263,40619.97909,23839.321430000004,HIGH
611,122071.92113,9210.526315789473,15250.84745210527,12894.736842105263,40876.48909,23839.321430000004,HIGH
612,122316.41113000002,9210.526315789473,15250.84745210527,12894.736842105263,41120.97909000001,23839.321430000004,HIGH
613,120754.37113000001,9210.526315789473,15250.84745210527,12894.736842105263,39558.93909,23839.321430000004,HIGH
614,119604.22606000002,9210.526315789473,15240.632382105272,12894.736842105263,38419.00909000001,23839.321430000004,HIGH
615,119760.84606000001,9210.526315789473,15600.502382105273,12894.736842105263,38215.75909000001,23839.321430000004,HIGH
616,120676.68606000004,9210.526315789473,15228.99238210527,12894.736842105263,39503.109090000005,23839.321430000004,HIGH
617,120921.70606000003,9210.526315789473,15040.81238210527,12894.736842105263,39936.30909,23839.321430000004,HIGH
618,121619.47606000002,9210.526315789473,15363.82238210527,12894.736842105263,40311.06909,23839.321430000004,HIGH
619,121900.59606000001,9210.526315789473,15791.592382105273,12894.736842105263,40164.419089999996,23839.321430000004,HIGH
620,121956.66906000001,9210.526315789473,15648.905382105273,12894.736842105263,40363.179090000005,23839.321430000004,HIGH
621,122862.96906000003,9210.526315789473,15648.905382105273,12894.736842105263,41269.47909,23839.321430000004,HIGH
622,123831.50906000001,9210.526315789473,15648.905382105273,12894.736842105263,42238.01909,23839.321430000004,HIGH
623,124923.71906,9210.526315789473,15648.905382105273,12894.736842105263,43330.22908999999,23839.321430000004,HIGH
624,124536.06906000001,9210.526315789473,15648.905382105273,12894.736842105263,42942.57909,23839.321430000004,HIGH
625,126163.56906000004,9210.526315789473,15648.905382105273,12894.736842105263,44570.079090000014,23839.321430000004,HIGH
626,125493.43906000003,9210.526315789473,15648.905382105273,12894.736842105263,43899.94909000001,23839.321430000004,HIGH
627,124497.30906000003,9210.526315789473,15648.905382105273,12894.736842105263,42903.819090000005,23839.321430000004,HIGH
628,124069.56906000001,9210.526315789473,15648.905382105273,12894.736842105263,42476.07909,23839.321430000004,HIGH
629,122773.43906000003,9210.526315789473,15648.905382105273,12894.736842105263,41179.94909,23839.321430000004,HIGH
630,122232.97906000001,9210.526315789473,15648.905382105273,12894.736842105263,40639.48909,23839.321430000004,HIGH
631,122559.22906000004,9210.526315789473,15648.905382105273,12894.736842105263,40965.73909000001,23839.321430000004,HIGH
632,122053.71906000003,9210.526315789473,15648.905382105273,12894.736842105263,40460.22909000001,23839.321430000004,HIGH
633,122520.81906000001,9210.526315789473,15648.905382105273,12894.736842105263,40927.32909,23839.321430000004,HIGH
634,123082.83906000003,9210.526315789473,15648.905382105273,12894.736842105263,41489.34909,23839.321430000004,HIGH
635,122300.89906000003,9210.526315789473,15648.905382105273,12894.736842105263,40707.40909,23839.321430000004,HIGH
636,121493.52906000003,9210.526315789473,15648.905382105273,12894.736842105263,39900.039090000006,23839.321430000004,HIGH
637,120851.72906000001,9210.526315789473,15648.905382105273,12894.736842105263,39258.23909,23839.321430000004,HIGH
638,120958.04906000002,9210.526315789473,15648.905382105273,12894.736842105263,39364.55909,23839.321430000004,HIGH
639,122102.21906,9210.526315789473,15648.905382105273,12894.736842105263,40508.72908999999,23839.321430000004,HIGH
640,123390.52906000003,9210.526315789473,15648.905382105273,12894.736842105263,41797.039090000006,23839.321430000004,HIGH
641,123597.58906000003,9210.526315789473,15648.905382105273,12894.736842105263,42004.09909,23839.321430000004,HIGH
642,123827.63906000002,9210.526315789473,15648.905382105273,12894.736842105263,42234.14909,23839.321430000004,HIGH
643,123829.00906000001,9210.526315789473,15648.905382105273,12894.736842105263,42235.51909,23839.321430000004,HIGH
644,122987.43906000003,9210.526315789473,15648.905382105273,12894.736842105263,41393.94909000001,23839.321430000004,HIGH
645,122192.97906000001,9210.526315789473,15648.905382105273,12894.736842105263,40599.48909,23839.321430000004,HIGH
646,122509.78906000001,9210.526315789473,15648.905382105273,12894.736842105263,40916.29909,23839.321430000004,HIGH
647,121975.25906000001,9210.526315789473,15648.905382105273,12894.736842105263,40381.76909,23839.321430000004,HIGH
648,122069.77906000003,9210.526315789473,15648.905382105273,12894.736842105263,40476.28909,23839.321430000004,HIGH
649,121138.04906000002,9210.526315789473,15648.905382105273,12894.736842105263,39544.55909,23839.321430000004,HIGH
650,120065.90906000003,9210.526315789473,15648.905382105273,12894.736842105263,38472.41909,23839.321430000004,HIGH
651,118886.75906000001,9210.526315789473,15648.905382105273,12894.736842105263,37293.269089999994,23839.321430000004,HIGH
652,119990.76906000002,9210.526315789473,15648.905382105273,12894.736842105263,38397.27909,23839.321430000004,HIGH
653,120107.66906000001,9210.526315789473,15648.905382105273,12894.736842105263,38514.179090000005,23839.321430000004,HIGH
654,119503.21906000003,9210.526315789473,15648.905382105273,12894.736842105263,37909.72909000001,23839.321430000004,HIGH
655,119506.22906000004,9210.526315789473,15648.905382105273,12894.736842105263,37912.73909000001,23839.321430000004,HIGH
656,120106.00906000001,9210.526315789473,15648.905382105273,12894.736842105263,38512.51909,23839.321430000004,HIGH
657,118294.15906,9210.526315789473,15648.905382105273,12894.736842105263,36700.669089999996,23839.321430000004,HIGH
658,117487.93906000003,9210.526315789473,15648.905382105273,12894.736842105263,35894.44909000001,23839.321430000004,HIGH
659,116829.00906000001,9210.526315789473,15648.905382105273,12894.736842105263,35235.51909,23839.321430000004,HIGH
660,117387.27906000003,9210.526315789473,15648.905382105273,12894.736842105263,35793.78909,23839.321430000004,HIGH
661,117018.44906000001,9210.526315789473,15648.905382105273,12894.736842105263,35424.959090000004,23839.321430000004,HIGH
662,116753.20906000002,9210.526315789473,15648.905382105273,12894.736842105263,35159.71909000001,23839.321430000004,HIGH
663,118168.98906000002,9210.526315789473,15648.905382105273,12894.736842105263,36575.49909,23839.321430000004,HIGH
664,118333.73906000002,9210.526315789473,15648.905382105273,12894.736842105263,36740.249090000005,23839.321430000004,HIGH
665,118601.83906000003,9210.526315789473,15648.905382105273,12894.736842105263,37008.34909,23839.321430000004,HIGH
666,118555.28906000001,9210.526315789473,15648.905382105273,12894.736842105263,36961.79909,23839.321430000004,HIGH
667,119251.80906000003,9210.526315789473,15648.905382105273,12894.736842105263,37658.319090000005,23839.321430000004,HIGH
668,119222.29906000002,9210.526315789473,15648.905382105273,12894.736842105263,37628.80909000001,23839.321430000004,HIGH
669,118374.44906000001,9210.526315789473,15648.905382105273,12894.736842105263,36780.959090000004,23839.321430000004,HIGH
670,117765.90906,9210.526315789473,15648.905382105273,12894.736842105263,36172.419089999996,23839.321430000004,HIGH
671,117680.85906000002,9210.526315789473,15648.905382105273,12894.736842105263,36087.36909000001,23839.321430000004,HIGH
672,117247.61906000003,9210.526315789473,15648.905382105273,12894.736842105263,35654.12909,23839.321430000004,HIGH
673,116970.20906000002,9210.526315789473,15648.905382105273,12894.736842105263,35376.71909000001,23839.321430000004,HIGH
674,117916.17906000002,9210.526315789473,15648.905382105273,12894.736842105263,36322.68909,23839.321430000004,HIGH
675,116680.99906,9210.526315789473,15648.905382105273,12894.736842105263,35087.50908999999,23839.321430000004,HIGH
676,116901.63906000002,9210.526315789473,15648.905382105273,12894.736842105263,35308.14909,23839.321430000004,HIGH
677,118634.78906000001,9210.526315789473,15648.905382105273,12894.736842105263,37041.29909,23839.321430000004,HIGH
678,120431.20906000002,9210.526315789473,15648.905382105273,12894.736842105263,38837.71909,23839.321430000004,HIGH
679,121457.41906000001,9210.526315789473,15648.905382105273,12894.736842105263,39863.929090000005,23839.321430000004,HIGH
680,122164.19906000001,9210.526315789473,15648.905382105273,12894.736842105263,40570.709090000004,23839.321430000004,HIGH
681,124075.58906000003,9210.526315789473,15648.905382105273,12894.736842105263,42482.09909,23839.321430000004,HIGH
682,124022.44906000001,9210.526315789473,15648.905382105273,12894.736842105263,42428.95909,23839.321430000004,HIGH
683,123703.66906000001,9210.526315789473,15648.905382105273,12894.736842105263,42110.179090000005,23839.321430000004,HIGH
684,124325.73906000002,9210.526315789473,15648.905382105273,12894.736842105263,42732.24909,23839.321430000004,HIGH
685,124407.07906000002,9210.526315789473,15648.905382105273,12894.736842105263,42813.58909,23839.321430000004,HIGH
686,125143.32906000002,9210.526315789473,15648.905382105273,12894.736842105263,43549.83909000001,23839.321430000004,HIGH
687,124479.03906000001,9210.526315789473,15648.905382105273,12894.736842105263,42885.54909,23839.321430000004,HIGH
688,124554.39906000003,9210.526315789473,15648.905382105273,12894.736842105263,42960.90909,23839.321430000004,HIGH
689,124877.54906000002,9210.526315789473,15648.905382105273,12894.736842105263,43284.05909000001,23839.321430000004,HIGH
690,122525.28906000004,9210.526315789473,15648.905382105273,12894.736842105263,40931.79909000001,23839.321430000004,HIGH
691,122062.01906000002,9210.526315789473,15648.905382105273,12894.736842105263,40468.529089999996,23839.321430000004,HIGH
692,121176.20906000002,9210.526315789473,15648.905382105273,12894.736842105263,39582.719090000006,23839.321430000004,HIGH
693,120188.52906000003,9210.526315789473,15648.905382105273,12894.736842105263,38595.039090000006,23839.321430000004,HIGH
694,119716.15906000003,9210.526315789473,15648.905382105273,12894.736842105263,38122.66909,23839.321430000004,HIGH
695,119760.53906000001,9210.526315789473,15648.905382105273,12894.736842105263,38167.04909,23839.321430000004,HIGH
696,118224.59906000001,9210.526315789473,15648.905382105273,12894.736842105263,36631.10909,23839.321430000004,HIGH
697,118502.19906000004,9210.526315789473,15648.905382105273,12894.736842105263,36908.70909000001,23839.321430000004,HIGH
698,119674.70906000002,9210.526315789473,15648.905382105273,12894.736842105263,38081.21909000001,23839.321430000004,HIGH
699,119497.23906000002,9210.526315789473,15648.905382105273,12894.736842105263,37903.74909000001,23839.321430000004,HIGH
700,118000.30906000003,9210.526315789473,15648.905382105273,12894.736842105263,36406.819090000005,23839.321430000004,HIGH
701,117815.67906000002,9210.526315789473,15648.905382105273,12894.736842105263,36222.18909,23839.321430000004,HIGH
702,116809.12906,9210.526315789473,15648.905382105273,12894.736842105263,35215.63909,23839.321430000004,HIGH
703,117241.80906000003,9210.526315789473,15648.905382105273,12894.736842105263,35648.319090000005,23839.321430000004,HIGH
704,117447.54906000002,9210.526315789473,15648.905382105273,12894.736842105263,35854.059089999995,23839.321430000004,HIGH
705,118331.00906000001,9210.526315789473,15648.905382105273,12894.736842105263,36737.51909,23839.321430000004,HIGH
706,118159.28906000001,9210.526315789473,15648.905382105273,12894.736842105263,36565.79909,23839.321430000004,HIGH
707,116782.63906000002,9210.526315789473,15648.905382105273,12894.736842105263,35189.149090000006,23839.321430000004,HIGH
708,116861.26906000002,9210.526315789473,15648.905382105273,12894.736842105263,35267.77909,23839.321430000004,HIGH
709,116656.10906000002,9210.526315789473,15648.905382105273,12894.736842105263,35062.61909000001,23839.321430000004,HIGH
710,116462.32906000002,9210.526315789473,15648.905382105273,12894.736842105263,34868.83909000001,23839.321430000004,HIGH
711,115171.78906000001,9210.526315789473,15648.905382105273,12894.736842105263,33578.29909,23839.321430000004,HIGH
712,113490.65906000003,9210.526315789473,15648.905382105273,12894.736842105263,31897.169090000003,23839.321430000004,HIGH
713,114149.68906000003,9210.526315789473,15648.905382105273,12894.736842105263,32556.199090000006,23839.321430000004,HIGH
714,113872.45906000002,9210.526315789473,15648.905382105273,12894.736842105263,32278.969089999995,23839.321430000004,HIGH
715,112340.83906000003,9210.526315789473,15648.905382105273,12894.736842105263,30747.34909000001,23839.321430000004,HIGH
716,111620.37466000002,9210.526315789473,15648.905382105273,12894.736842105263,30049.099090000003,23817.107030000003,HIGH
717,112234.36466000002,9210.526315789473,15648.905382105273,12894.736842105263,30375.489090000006,24104.707030000005,HIGH
718,111607.61466000002,9210.526315789473,15648.905382105273,12894.736842105263,30265.98909,23587.457030000005,HIGH
719,109885.06466000003,9210.526315789473,15648.905382105273,12894.736842105263,28713.339090000005,23417.557030000004,HIGH
720,109845.97466000002,9210.526315789473,15648.905382105273,12894.736842105263,28644.599090000007,23447.207030000005,HIGH
721,110364.39466000002,9210.526315789473,15648.905382105273,12894.736842105263,28813.569090000005,23796.657030000006,HIGH
722,110089.34466000003,9210.526315789473,15648.905382105273,12894.736842105263,29238.569089999997,23096.607030000006,HIGH
723,108901.39466000002,9210.526315789473,15648.905382105273,12894.736842105263,28865.119090000007,22282.107030000006,HIGH
724,109130.28466000003,9210.526315789473,15648.905382105273,12894.736842105263,29037.00909,22339.107030000006,HIGH
725,109254.46466000001,9210.526315789473,15648.905382105273,12894.736842105263,29346.839089999994,22153.457030000005,HIGH
726,107093.44466000001,9210.526315789473,15648.905382105273,12894.736842105263,27892.219090000006,21447.057030000004,HIGH
727,105567.36466000002,9210.526315789473,15648.905382105273,12894.736842105263,26539.039090000006,21274.157030000006,HIGH
728,105944.78466000002,9210.526315789473,15648.905382105273,12894.736842105263,26808.90909,21381.707030000005,HIGH
729,105819.38466000003,9210.526315789473,15648.905382105273,12894.736842105263,26745.109090000005,21320.107030000006,HIGH
730,106873.39466000002,9210.526315789473,15648.905382105273,12894.736842105263,27178.06909,21941.157030000002,HIGH
