Date,mkt_ret,vol_regime,p_LOW,p_MID,p_HIGH
Y0-M10-D08,0.004405129105605713,MID,6.689351407561275e-05,0.8456113643905622,0.15432174209534275
Y0-M10-D09,0.00848341317799462,HIGH,2.820215672517153e-22,0.3235060100473741,0.6764939899526305
Y0-M10-D12,0.002954445175548442,MID,0.07285087921920173,0.8170626017203994,0.11008651906055225
Y0-M10-D13,0.0012126954175952825,LOW,0.7953053919468406,0.16634185712176514,0.03835275093128609
Y0-M10-D14,-0.0027980282694012064,MID,0.13008263820063656,0.7615903285901183,0.108327033209414
Y0-M10-D15,-0.012240051473766923,HIGH,2.4389515305726207e-50,0.005927240207393643,0.9940727597925391
Y0-M10-D16,0.0011844345780388156,LOW,0.7713880513900065,0.19368299592399493,0.03492895268582182
Y0-M10-D19,0.002545068974766332,MID,0.25504274758897805,0.6326407110063554,0.11231654140479651
Y0-M10-D20,-0.005611604419454277,MID,1.0639948667403806e-08,0.7802943666255364,0.2197056227346262
Y0-M10-D21,-0.008191503277057215,HIGH,1.5458538656895868e-20,0.4188681535829813,0.5811318464169754
Y0-M10-D22,3.6004070408399905e-05,LOW,0.7103848953119228,0.22121367778678713,0.0684014269014403
Y0-M10-D23,0.007250967623942128,MID,1.3617200171421924e-15,0.6160570828829047,0.3839429171170865
Y0-M10-D26,0.01192885713123632,HIGH,1.356149991863623e-47,0.010417018419484829,0.9895829815805357
Y0-M10-D27,0.009985507475696521,HIGH,4.8659096278221944e-32,0.12956734046112506,0.8704326595390839
Y0-M10-D28,-0.001121855976732619,LOW,0.7906982581584289,0.17902100235754767,0.030280739483895907
Y0-M10-D29,0.00029582960474049,LOW,0.8058528610957665,0.15235724731798297,0.04178989158607207
Y0-M10-D30,0.0008800678636244594,LOW,0.8237501820141488,0.14587420662851666,0.03037561135719834
Y0-M11-D02,-0.010301278158258542,HIGH,2.4974217319361983e-34,0.08187773740723643,0.9181222625927259
Y0-M11-D03,-0.011499198273576842,HIGH,5.988137031570502e-44,0.018163709209627944,0.981836290790544
Y0-M11-D04,-0.005551174868642211,MID,1.4561196033826668e-08,0.8349596772411765,0.16504030819781898
Y0-M11-D05,0.013532371650590852,HIGH,1.0532509560313375e-62,0.000736870451154798,0.999263129548642
Y0-M11-D06,0.00014085969644771592,LOW,0.72154247060593,0.22745433379286656,0.05100319560109243
Y0-M11-D09,-0.016830457243192962,HIGH,2.3726634964761664e-100,9.001664012447224e-07,0.999999099833481
Y0-M11-D10,-0.00515303016997638,MID,3.2598078956430766e-07,0.8303826144966676,0.16961705952276088
Y0-M11-D11,-0.006107176485588622,MID,1.3838366324925368e-10,0.7160419417261643,0.28395805813538816
Y0-M11-D12,-0.0039029788546272493,MID,0.0010944162177281868,0.8502079032215473,0.14869768056076732
Y0-M11-D13,-0.0070937348838194855,MID,6.960177987118323e-15,0.5828646829839018,0.41713531701620266
Y0-M11-D16,0.004083342150827215,MID,0.0003936345089934447,0.8702135857302715,0.12939277976052102
Y0-M11-D17,0.021862023757873994,HIGH,1.5774491053670388e-174,1.2972379605237503e-12,0.9999999999986358
Y0-M11-D18,-0.006553147130400066,MID,1.7254574066398603e-12,0.7120954986525465,0.2879045013455713
Y0-M11-D19,-0.0044525011501200555,MID,4.567565869084503e-05,0.831404806078809,0.16854951826264802
Y0-M11-D20,-0.005952722952112718,MID,5.929006753279907e-10,0.7514950979301191,0.24850490147714832
Y0-M11-D23,-0.002038772610474617,LOW,0.5481493444326787,0.38684462909930006,0.06500602646795972
Y0-M11-D24,0.0019141724340646245,LOW,0.61300142871214,0.32367597979111373,0.06332259149683332
Y0-M11-D25,0.004100916854721384,MID,0.0004025758311903481,0.8366278508740093,0.16296957329485168
Y0-M11-D26,-0.005343326393794382,MID,8.917839916912348e-08,0.8066409007858948,0.19335901003570227
Y0-M11-D27,-0.009232099819501254,HIGH,7.226984224098553e-27,0.21542445809236138,0.7845755419077715
Y0-M11-D30,-0.0007754257171178664,LOW,0.7958614211742341,0.16718057255664284,0.03695800626904561
Y0-M12-D01,-0.006377640128624003,MID,1.2011527808397528e-11,0.7345982435021772,0.26540175648560244
Y0-M12-D02,0.013556998449358114,HIGH,4.910072242260556e-63,0.0006286141921056842,0.9993713858077923
Y0-M12-D03,0.004971544534619379,MID,1.2179858860933512e-06,0.8516185962432378,0.14838018577098955
Y0-M12-D04,-0.008427777765814342,HIGH,6.114619851954024e-22,0.33886150826239286,0.6611384917376733
Y0-M12-D07,0.0026737979667038865,MID,0.1616234717013593,0.7276509812751684,0.1107255470236094
Y0-M12-D08,0.006649589381775748,MID,7.649523732006917e-13,0.6599382613681397,0.34006173863109657
Y0-M12-D09,-0.006563229451246297,MID,1.737024173022837e-12,0.6816531682334481,0.31834683176469053
Y0-M12-D10,0.006807725961241079,MID,1.4793024415785454e-13,0.6868583168529737,0.313141683147068
Y0-M12-D11,-0.011393324330319355,HIGH,4.599915894849013e-43,0.0181555705718672,0.9818444294279158
Y0-M12-D14,-0.0058920049616423276,MID,8.231265786510862e-10,0.8124477324102685,0.18755226676663594
Y0-M12-D15,-0.011674149000607502,HIGH,1.901371503052167e-45,0.011745395237876589,0.9882546047619944
Y0-M12-D16,-0.003418549777023711,MID,0.010152888812192477,0.8635092583219255,0.1263378528660016
Y0-M12-D17,-0.004341467495736818,MID,9.317566941112334e-05,0.8331175419417067,0.16678928238879365
Y0-M12-D18,-0.00685256646831151,MID,9.337239950580006e-14,0.6459670987411894,0.35403290125884884
Y0-M12-D21,-0.008119200540865446,HIGH,3.6817196846518603e-20,0.4594381472499382,0.5405618527498535
Y0-M12-D22,0.011298475570272722,HIGH,3.192692588935241e-42,0.02542028122912545,0.9745797187707034
Y0-M12-D23,-0.009304658435916924,HIGH,2.062689872081788e-27,0.22350799346755168,0.7764920065323415
Y0-M12-D24,0.0074537027138529685,MID,1.1181863868857595e-16,0.5617589180606225,0.4382410819395673
Y0-M12-D25,0.00419176177109755,MID,0.00021147707884603214,0.8651777922944833,0.13461073062682177
Y0-M12-D28,-0.009916618407151877,HIGH,1.3993217759660795e-31,0.10745959335985546,0.8925404066403412
Y0-M12-D29,-0.0021759666310338906,MID,0.4436401531896924,0.4909248247169951,0.06543502209316945
Y0-M12-D30,0.0009237530066849929,LOW,0.8190553539717303,0.14571707129652892,0.035227574731587885
Y0-M12-D31,-0.006730545207582736,MID,3.54333093883659e-13,0.6427169562353968,0.35728304376416403
Y1-M01-D01,0.0035769893856504764,MID,0.005934444500512121,0.8607728414000037,0.13329271409970694
Y1-M01-D04,0.0017453638517767398,LOW,0.6691766370345459,0.27934456285098475,0.051478800114573245
Y1-M01-D05,-0.008222798341627207,HIGH,1.053708165284319e-20,0.4292711789283948,0.5707288210717056
Y1-M01-D06,-0.014764397660277706,HIGH,8.364633830912451e-76,7.626855792220606e-05,0.9999237314418982
Y1-M01-D07,0.005673846829165552,MID,5.310235660238772e-09,0.7973352882347136,0.2026647064548594
Y1-M01-D08,0.00603849687328297,MID,2.590628442467435e-10,0.7670377473865081,0.23296225235431506
